filename,cow_id,dist_Head_Neck,dist_Neck_Withers,dist_Withers_Back,dist_Back_Hook,dist_Hook_Hip_ridge,dist_Hip_ridge_Tail_head,dist_Tail_head_Pin,angle_Head_Neck_Withers,angle_Neck_Withers_Back,angle_Withers_Back_Hook,angle_Back_Hook_Hip_ridge,angle_Hook_Hip_ridge_Tail_head,angle_Hip_ridge_Tail_head_Pin
RLC2_00_20260102213210_baia9_RLC2.txt,RLC2,1.854417114832852,2.042201130640173,1.7994389393155303,1.3411871466406171,1.654393197214314,1.292684054875746,1.236857105852572,44.757145612592616,37.6131774936653,70.06536216712064,73.31468994823678,46.78314937408167,72.34171237111387
20260105_201334_baia15_IPC3.txt,20260105,1.8354028279508563,2.257734193982321,1.9451389882370873,1.4439375862359842,1.7263151396990064,1.5693983482471874,1.347829808941767,42.04652054435785,36.34890942826225,73.5336426488278,74.19128972729277,45.52202711688138,64.5274582623189
RLC1_00_20260107055434_baia12_RLC1.txt,RLC1,1.8864999946069443,2.225447640027507,1.9735061042178208,1.5071346948013638,1.6850670583680045,1.5506895617653458,1.294496711042558,45.583345806116455,38.02716766614597,67.6238766265016,76.94314005226471,45.29522080516433,65.65715357750042
20260107_125810_baia19_IPC2.txt,20260107,1.9510996358353923,2.431167487964579,1.9523540290933405,1.4528310868989553,1.6909406954476554,1.5937452947481916,1.3328850486024666,41.81362080749478,32.599517583411924,73.48380481716376,75.76015068111434,44.87523913857999,61.63995243682703
20260109_205914_baia17_IPC3.txt,20260109,1.920211828111159,2.367348819857564,1.955606313105989,1.462474133518265,1.7159445483327833,1.5525262781586018,1.3357986695756212,42.454957698699225,34.02398867632257,71.7477728093525,75.02979986705583,45.94267382169934,65.64483939463541
20260108_140304_baia23_VIPWX.txt,20260108,1.9428445541730814,2.1773969286783705,1.7438086473168435,1.3941486947503126,1.664654133668613,1.424249705776343,1.315838529839053,41.86865550362558,37.52064198787179,74.63689892471756,69.84863763296903,48.73408844039684,68.22364764292844
20260106_040704_baia19_VIPWX.txt,20260106,1.884039690626766,2.289325072330489,1.9955525455777907,1.4651943439465633,1.7239215939873833,1.5791986118693242,1.3594160895950878,42.83127740795058,35.6162093847741,71.78075663225272,75.68581377402165,45.83259476068485,64.34297436980779
RLC2_00_20260101220119_baia8_RLC2.txt,RLC2,1.816788155301823,2.170389263354618,2.0134934495858188,1.4839340041201292,1.648342163152117,1.5140490813741807,1.2784961113843876,46.20071177577017,38.99201373305946,69.63883111463981,79.9806214551993,44.571193919655386,61.78565500847705
RLC4_00_20260115212619_baia10_RLC4.txt,RLC4,1.882029181048211,2.2707488732629595,1.91495885075424,1.4375594082193612,1.8611797738598495,1.569909711524201,1.4056056695595673,45.83232270977453,37.63209623218052,78.26481861663773,69.4351835842362,45.74611511720683,68.02288603800108
20260109_123914_baia13_IPC3.txt,20260109,1.9822909217650169,2.224059368477829,1.7579744526314938,1.4616453469292747,1.714548285002496,1.3900810158364871,1.3477969135808259,43.13318459500408,39.07017999595328,72.37081691706062,68.06233535204319,49.31628859943559,69.26148562225208
